responseId,LocationLatitude,LocationLongitude,2020_GISJOIN,2010_GISJOIN,2020G_FIPS,RUCC_2023,NotInUS
R_14NQsybarAhPZlv,36.2417,-90.0531,G29006903605001,G29006903605001,G29069,7,0
R_5gHYdSDptQ8S4qX,47.5461,-122.3723,G53003300107022,G53003300107022,G53033,1,0
R_3m4688mNknoH4rb,33.2205,-97.1294,G48012100206013,G48012100206013,G48121,1,0
R_5PTHU5vpUJwcew9,41.935,-87.8737,G17003108114013,G17003108114013,G17031,1,0
R_5oheIDIyrWqwi2K,44.9399,-93.2548,G27005300085002,G27005300085003,G27053,1,0
R_131OVWh3N2yonew,40.7033,-73.8038,G36008100240002,G36008100240002,G36081,1,0
R_6mTi2e0hpHjFSXn,37.6719,-77.3259,G51008503210041,G51008503210021,G51085,1,0
R_72wYBvCKdADys2D,47.1416,-119.2894,G53002500109031,G53002500109021,G53025,5,0
R_64NOouopTfsTGVr,28.0699,-81.8107,G12010500131021,G12010500131021,G12105,2,0
R_3hEeShSfeMtPus9,33.4987,-80.8466,G45007500112001,G45007500112001,G45075,4,0
R_3dXRWWufAowcE87,32.7226,-97.0785,G48043901220011,G48043901220012,G48439,1,0
R_7rUOM3bcSVGdsRQ,43.55,-96.6904,G46009900004051,G46009900004052,G46099,2,0
R_6ykGtksxkwpQ9AR,37.6275,-82.4356,G21019509301001,G21019509301001,G21195,7,0
R_1rBmkzdGjAhZnP5,38.687,-121.3477,G06006700074151,G06006700074151,G06067,1,0
R_1fpVXBp9acIjdrM,37.3028,-121.9982,G06008505079041,G06008505079041,G06085,1,0
R_3eVjVkTWorCvh8o,38.8253,-97.6389,G20016900005001,G20016900005001,G20169,5,0
R_1abNrKaNd1qkEvv,29.6009,-95.224,G48020103340031,G48020103340031,G48201,1,0
R_76XbZ8FAjN9z8WZ,41.792,-88.166,G17004308464051,G17004308464051,G17043,1,0
R_3HzcsJAJsz4DChY,41.4121,-80.3746,G42008500321002,G42008500321002,G42085,4,0
R_1pFg9XjXsfUoDfW,40.7368,-75.6167,G42007700052001,G42007700052001,G42077,2,0
R_7wmGlgXS43ZI1bX,40.6941,-75.2904,G42009500169021,G42009500169021,G42095,2,0
R_3SbeXvNbWz8U2xr,38.4799,-121.4451,G06006700049043,G06006700049043,G06067,1,0
R_1mC3MEHa0rIdtft,41.2531,-81.3391,G39013306004032,G39013306004032,G39133,2,0
R_7rBu4oXsBg81GcR,33.4917,-111.9837,G04001301110005,G04001301110005,G04013,1,0
R_6fBpFqyumELMCKs,35.6409,-120.701,G06007900101011,G06007900101011,G06079,2,0
R_1e2vkonL9f6r5KE,41.5636,-88.2157,G17019708804292,G17019708804192,G17197,1,0
R_66gvaNvUZTVNyw7,41.6984,-88.0825,G17019708801073,G17019708801073,G17197,1,0
R_7e4DWKuehgdP5RY,43.2693,-93.6356,G19018906803001,G19018906803001,G19189,9,0
R_1BrlU0mkG4cDh7g,35.1259,-117.9654,G06002900055111,G06002900055073,G06029,2,0
R_6uWgTYpTnJInN1K,29.6968,-95.5446,G48020104332022,G48020104332022,G48201,1,0
R_687oTdt6aFsnvvr,29.7339,-98.0697,G48009103109042,G48009103109021,G48091,1,0
R_7FinD7PrPy8O665,39.6498,-78.9357,G24000100018003,G24000100018003,G24001,4,0
R_3hroIgP1zLYVkRN,37.751,-97.822,G20015500018002,G20015500018002,G20155,4,0
R_3iVkztxRhsp26DT,39.7647,-89.7379,G17016700036031,G17016700036031,G17167,3,0
R_6VnV4muWmo42Nt7,39.4886,-119.7366,G32003100021041,G32003100021042,G32031,2,0
R_7zdzCjYuPOqkY5h,28.5836,-81.5324,G12009500150032,G12009500150031,G12095,1,0
R_6n8foNBTpr4eFsb,26.125,-80.267,G12001100606082,G12001100606082,G12011,1,0
R_1qpBjwP5gR5N1V7,26.1167,-80.1286,G12001100419002,G12001100419002,G12011,1,0
R_5G8XpCol2HB8KcN,40.7938,-74.4878,G34002700438012,G34002700438004,G34027,1,0
R_5ScpxxF437l3xv5,39.7301,-104.9078,G08003100043102,G08003100043042,G08031,1,0
R_3QLc7XEoP50EGkS,39.3116,-77.7672,G54003709726012,G54003709726011,G54037,1,0
R_3AkN1U2Piep26f7,32.4628,-97.4006,G48025101302141,G48025101302142,G48251,1,0
R_3luc3rZndeFn9S2,31.5647,-84.1578,G13009500014032,G13009500014031,G13095,3,0
R_13a9dXqPXVBvvax,33.9372,-84.0791,G13013500505553,G13013500505331,G13135,1,0
R_5rUb15C4sRO50IH,34.4225,-117.9055,G06003709304003,G06003709303012,G06037,1,0
R_6gfZwwgFaukJfG1,42.4622,-83.3994,G26012501652003,G26012501652003,G26125,1,0
R_6GNzEOUuhya2CIF,43.0206,-70.9049,G33001500670001,G33001500670001,G33015,1,0
R_5tEk9QQyCNh0jTS,35.1013,-106.5247,G35000100001273,G35000100001273,G35001,2,0
R_747377lrMq4SMBN,38.4475,-78.8693,G51066000003024,G51066000003024,G51660,3,0
R_633ks0SrNyURxkJ,39.037,-77.0412,G24003107039024,G24003107039022,G24031,1,0
R_1VQNfDaeUkuszyB,36.122,-115.086,G32000300017091,G32000300017091,G32003,1,0
R_5CkliSG9tHwbgAa,33.784,-118.1854,G06003705753002,G06003705753002,G06037,1,0
R_3sG3bqG9pqZefmh,41.923,-87.7531,G17003101911005,G17003101911005,G17031,1,0
R_6JQucqfh73qBTRp,39.0809,-108.4925,G08007700011021,G08007700011021,G08077,3,0
R_3MMUAmpFhmsRwKs,42.0326,-97.4265,G31011909609005,G31011909609005,G31119,5,0
R_6uEb9kZbWAG9iDS,47.6034,-122.3414,G53003300081022,G53003300081001,G53033,1,0
R_3yOWlY2LZ6UTaaB,37.9874,-84.4804,G21006700034041,G21006700034041,G21067,2,0
R_5GzjGid5WEcDYcx,33.8557,-98.5793,G48048500123021,G48048500123003,G48485,3,0
R_61HXxeHgZhwhYZP,32.9728,-117.0379,G06007300170414,G06007300170414,G06073,1,0
R_3wEOulnmIa3KCEN,41.5977,-73.8895,G36002701902032,G36002701902032,G36027,2,0
R_7T8jZUnAJYWcsNP,38.6283,-121.3307,G06006700076024,G06006700076024,G06067,1,0
R_5ovStpyDJwK0qLn,40.35,-75.9112,G42001100007001,G42001100007001,G42011,2,0
R_1k0KD1S4B8ILzl1,37.3244,-91.9492,G29021504803013,G29021504803005,G29215,9,0
R_6dbKVGLTIgyv9yY,37.8107,-122.2479,G06000104038003,G06000104038003,G06001,1,0
R_1IW7tAZ3JE9F422,32.7797,-96.8022,G48011300031021,G48011300031012,G48113,1,0
R_7PHe94oIKQMJcQx,36.7314,-97.0411,G40007100003004,G40007100003001,G40071,4,0
R_3ypxehCQmgUifTs,35.2296,-80.843,G37011900001041,G37011900001003,G37119,1,0
R_3blZmCuWUHqJS3n,36.5818,-87.4162,G47012501012011,G47012501012011,G47125,2,0
R_5Lqe21DbFhEwFJ5,38.5774,-90.6709,G29018902221002,G29018902221002,G29189,1,0
R_6MM8gsne7BBds65,39.3595,-85.9725,G18008106112003,G18008106112003,G18081,1,0
R_6Sv267GBnexqiD7,42.3902,-122.9177,G41002900011004,G41002900011002,G41029,3,0
R_6PuGcFBEY7dP7jt,32.213,-110.8279,G04001900040691,G04001900040694,G04019,1,0
R_7zKfOAGe52mXG5r,34.2998,-110,G04001709653021,G04001709653001,G04017,4,0
R_5hSgWPbelRKaHUl,44.8328,-93.4396,G27005300260233,G27005300260163,G27053,1,0
R_1kLy3vj3y3sVOAb,32.3485,-97.3311,G48025101303033,G48025101303031,G48251,1,0
R_5oBKYsRLg6HNoQy,37.751,-97.822,G20015500018002,G20015500018002,G20155,4,0
R_6AYwS0Eu7ccnhwg,35.903,-82.2876,G37019909603002,G37019909603002,G37199,8,0
R_55uru27v9yPqotT,36.3519,-94.2197,G05000700206043,G05000700206043,G05007,2,0
R_1nBJ8tHIv0WQe5C,36.2393,-88.8509,G47018309683001,G47018309683001,G47183,6,0
R_3GQRTJXk5bzDsdj,37.5659,-122.3661,G06008106056004,G06008106056004,G06081,1,0
R_6F98DVj52XlnuQc,34.0409,-84.0237,G13013500502261,G13013500502082,G13135,1,0
R_3M3Y6LHG37bINSa,33.014,-80.1722,G45003500107002,G45003500107002,G45035,2,0
R_3TUlfMHyOZSAyev,38.6658,-84.3379,G21019109302002,G21019109302002,G21191,1,0
R_6MbdkanQFR2MRCV,33.0562,-117.2688,G06007300176052,G06007300176041,G06073,1,0
R_7yTSI6FyY7wTnvX,38.9034,-76.9882,G11000100088023,G11000100088023,G11001,1,0
R_3np8VNUiWsyoamt,40.4236,-105.0935,G08006900018043,G08006900018043,G08069,2,0
R_1qgThgTdxWapOOg,43.6165,-116.2001,G16000100001023,G16000100001002,G16001,2,0
R_1zYFNWDN7wVHPNp,45.5777,-122.6795,G41005100038011,G41005100038011,G41051,1,0
R_6gh8qeEQeZENj5D,28.5981,-81.3515,G12009500160011,G12009500160012,G12095,1,0
R_67TE4S8k17ITsI6,45.4757,-122.4069,G41005100099074,G41005100099073,G41051,1,0
R_6kNckrju53dAUQa,41.4355,-79.6904,G42012102010002,G42012102010002,G42121,4,0
R_3jcDe5QOY3CetJV,46.4063,-105.8316,G30001709616001,G30001709616001,G30017,7,0
R_6R949kLh61JA0bX,41.4705,-75.2109,G42012709611012,G42012709611001,G42127,6,0
R_3lAlxbXs462rHx9,29.8834,-95.4553,G48020105330001,G48020105330001,G48201,1,0
R_5XbdzReHb9Tyf8A,37.722,-122.1643,G06000104325012,G06000104325012,G06001,1,0
R_15TkNQt4wXMkzRv,39.7362,-121.8378,G06000700007003,G06000700007003,G06007,3,0
R_5SHcKulhDNJQZlb,39.249,-94.4232,G29004700214041,G29004700214042,G29047,1,0
R_3F8JhCEys8ILELz,30.4427,-84.2867,G12007300005022,G12007300005002,G12073,2,0
R_31T6BP0eOcjf770,40.7162,-73.9229,G36004700449023,G36008100535001,G36047,1,0
R_3EKbeO9XpsVlDNu,37.1595,-92.2806,G29022904903001,G29022904903001,G29229,8,0
R_6FFCD4dZs2fT29P,35.1462,-94.5079,G40007900403021,G40007900403021,G40079,6,0
R_7zOMHVMEdDD09wc,39.1215,-86.5784,G18010500012005,G18010500012002,G18105,3,0
R_6QDfqW51AXQWGDT,41.2132,-96.1668,G31005500074531,G31005500074531,G31055,2,0
R_7ydu6aQGACYfNwv,44.9618,-93.2638,G27005300059021,G27005300059022,G27053,1,0
R_7dWCrVP9QlsFdAx,44.0597,-121.3157,G41001700015021,G41001700015004,G41017,3,0
R_7lLWGOk1O6jmt2g,35.974,-83.6222,G47015500801033,G47015500801022,G47155,4,0
R_1jYOJfHXwoFOtgl,34.0648,-118.086,G06003704824012,G06003704824013,G06037,1,0
R_59T0MI9DbiRj5vP,32.3381,-110.9814,G04001900046141,G04001900046141,G04019,1,0
R_6qk2MUQaGvT6YfZ,33.7209,-116.2172,G06006500495022,G06006500495001,G06065,1,0
R_6ftCazlroLeODwR,42.7092,-76.0225,G36002309701001,G36002309701001,G36023,4,0
R_3VkiZ5FSdvEUZZf,38.9522,-77.0253,G11000100021014,G11000100021014,G11001,1,0
R_5efrelD4blXQ3Gp,41.378,-85.6026,G18011309723002,G18011309723002,G18113,6,0
R_30pmV0OA9LkDkNG,46.4604,-90.1616,G26005309506004,G26005309506004,G26053,7,0
R_34KwzmnKiVjhfWN,28.0684,-82.7593,G12010300272074,G12010300272071,G12103,1,0
R_53gUu6XiyodOLFn,29.5981,-95.1145,G48020103403023,G48020103403023,G48201,1,0
R_62SgPKCniNTYs4p,41.6868,-81.3399,G39008502030002,G39008502030002,G39085,1,0
R_7TpYBK1HKoHhP31,39.0471,-76.9285,G24003308074051,G24003308074051,G24033,1,0
R_7usS7G3QitjM1i9,38.8025,-90.3448,G29018902113013,G29018902113013,G29189,1,0
R_36hc5gfvRjaky9l,30.5471,-88.4927,G28005900401051,G28005900401022,G28059,2,0
R_7e5AjEFMsbpLeHr,32.6951,-97.269,G48043901046022,G48043901046024,G48439,1,0
R_51iz4LvP39fzq1G,38.545,-86.4521,G18011709517004,G18011709517004,G18117,8,0
R_5TBOvBlFPGJC4XV,39.9639,-82.9589,G39004900037001,G39004900037001,G39049,1,0
R_6n71tMePnycklJD,33.9141,-84.8274,G13022301203011,G13022301203024,G13223,1,0
R_3CPojmyHyNAcuEO,28.5788,-81.4396,G12009500124031,G12009500124031,G12095,1,0
R_6lEUd4fLIQE2sLP,28.2365,-82.3289,G12010100321073,G12010100321071,G12101,1,0
R_3TBOqNMsXDqG90W,41.2307,-80.4539,G42008500313002,G42008500313002,G42085,4,0
R_5YljBcfkadIvpKZ,39.2804,-81.4936,G54010700106022,G54010700106012,G54107,3,0
R_7QftaNKXA0m9Azl,43.1806,-77.5948,G36005500079002,G36005500079002,G36055,1,0
R_1KPg6GYiP55Qx1K,32.7368,-96.9068,G48011300107043,G48011300107042,G48113,1,0
R_1QiT4HX8D0aKJUE,35.2701,-81.5306,G37004509507022,G37004509507005,G37045,4,0
R_6IfLxviQWgU8s1o,36.1671,-86.7861,G47003700195031,G47003700195003,G47037,1,0
R_1dmB0K7yxf9kWNS,34.2529,-118.418,G06003701048232,G06003701048103,G06037,1,0
R_32goQIcSfA65dlL,42.8794,-70.8644,G33001500630033,G33001500630023,G33015,1,0
R_7bgL8gyeDjWQtjj,42.2463,-70.9972,G25002104179022,G25002104179022,G25021,1,0
R_6n8l8PO4zPkDJF0,33.508,-112.0995,G04001301089021,G04001301089021,G04013,1,0
R_3ymScHqCKP6WLNT,36.102,-115.1447,G32000300026032,G32000300026032,G32003,1,0
R_6yaty7jzZ8b7pol,43.0856,-85.2328,G26006700302001,G26006700302001,G26067,1,0
R_5WO4v2HglAM78D0,39.1669,-84.6664,G39006100211012,G39006100211012,G39061,1,0
R_1pGnkqKXhYLA6BC,27.9875,-82.4583,G12005700022001,G12005700022002,G12057,1,0
R_5gYQVUyi1hycNGp,29.9495,-90.1204,G22007100127003,G22007100127002,G22071,1,0
R_6hW6hdvlD30mCLy,37.3197,-76.7625,G51009500803053,G51009500803012,G51095,1,0
R_7kGrNYKCGeCBg0Z,42.6074,-87.8305,G55005900004003,G55005900004003,G55059,3,0
R_515ChA9EPP1xee6,26.5559,-82.0214,G12007100104161,G12007100104062,G12071,2,0
R_3B6fzspxQtYxUNH,38.6829,-121.7969,G06011300109021,G06011300109021,G06113,1,0
R_53xbLR712hcFTj2,35.9806,-78.8426,G37006300018023,G37006300018023,G37063,2,0
R_5MorTeev5wQ4pIK,34.0555,-78.9184,G45005100203023,G45005100203002,G45051,2,0
R_1hz2mLU59aB4l9y,38.9208,-77.036,G11000100037012,G11000100037003,G11001,1,0
R_5gUaC4YGOkEZuDk,26.8238,-80.1407,G12009900078301,G12009900078303,G12099,1,0
R_3Yyw2L8q2A3yFOy,37.5503,-77.3942,G51008702010032,G51008702010032,G51087,1,0
R_6wztd4wWc6gbLwt,40.6426,-83.6151,G39006500006001,G39006500006002,G39065,6,0
R_65Bj5V8NhvsLgAQ,43.9813,-75.6059,G36004500609022,G36004500609003,G36045,3,0
R_5kpt1zqrpgfKc0h,41.7088,-83.6053,G39009500059021,G39009500059021,G39095,2,0
R_7GB8OnZIh9LDx9J,37.751,-97.822,G20015500018002,G20015500018002,G20155,4,0
R_7DBevQsYBJLu7aj,44.8696,-93.3266,G27005300240041,G27005300240041,G27053,1,0
R_3GIGmXOTOMLvbAS,45.4682,-93.2266,G27005901305012,G27005901305012,G27059,1,0
R_7UlYAOXMkeFk9ln,39.109,-77.2489,G24003107006163,G24003107006162,G24031,1,0
R_6w13tKb7e8egAk8,33.5815,-85.0803,G13004509105023,G13004509105023,G13045,1,0
R_1YfYISN4oWWE1QR,43.1061,-75.2336,G36006500201021,G36006500201022,G36065,2,0
R_3fDaZM3mXtHXMn2,33.0286,-96.8736,G48012100216391,G48012100216281,G48121,1,0
R_3NDIDYpgrT8iB4O,42.6411,-83.045,G26009902258004,G26009902258003,G26099,1,0
R_32ox5LmChFd156h,42.3888,-83.1895,G26016305373001,G26016305373001,G26163,1,0
R_10HRGmyAC49ZcTG,38.5774,-90.6709,G29018902221002,G29018902221002,G29189,1,0
R_1erF5R6EkwpmrtL,28.3159,-80.7292,G12000900631053,G12000900631053,G12009,2,0
R_7fq9nlFtzvkxFHy,31.6553,-83.6064,G13028709703004,G13028709703004,G13287,9,0
R_6Hn3FfYpcm9CB8Q,41.0274,-76.0036,G42007902166012,G42007902166002,G42079,2,0
R_32rTPNBVjQa2HlO,32.3204,-90.2465,G28004900022002,G28004900023001,G28049,2,0
R_1C1EXiZnTpoemWY,43.7746,-88.4376,G55003900409004,G55003900409004,G55039,3,0
R_1OMFkYvBwHzu2n8,35.4603,-97.3387,G40010901087063,G40010901087062,G40109,1,0
R_6cvHmofsN3nSiLT,33.5815,-85.0803,G13004509105023,G13004509105023,G13045,1,0
R_6ZOD8vvu7eVBPw5,42.5582,-114.4659,G16008300011003,G16008300011003,G16083,3,0
R_133yG9tqBSXpOud,39.701,-77.7535,G24004300104011,G24004300104002,G24043,2,0
R_1suohaEreLg90nQ,41.0959,-75.1196,G42008903014051,G42008903014021,G42089,4,0
R_6dzoiMsjHtvsng5,28.5788,-81.4396,G12009500124031,G12009500124031,G12095,1,0
R_3y1ynJ8Ky2PoH4J,32.3877,-99.7773,G48044100134022,G48044100134022,G48441,3,0
R_1LZR41p9kQeVgfN,26.5355,-80.1098,G12009900060111,G12009900060111,G12099,1,0
R_3rJiFl4PDcn4yMs,42.6955,-73.08,G25000309213001,G25000309213001,G25003,3,0
R_12o9QjdIpJPlea4,33.6454,-86.7014,G01007300118041,G01007300118041,G01073,1,0
R_7wXPeBWvwDFG5Hz,40.5929,-75.1025,G34001900105003,G34001900105003,G34019,1,0
R_3eWZiNOpQRzHY0M,26.6284,-82.0197,G12007100104202,G12007100104091,G12071,2,0
R_3HnJIVKeea6u2NO,41.7454,-86.1387,G18014100114043,G18014100114041,G18141,2,0
R_6ltIPOSKUJs2sRH,33.7387,-78.9762,G45005100602031,G45005100602031,G45051,2,0
R_686GCbaYnjOh2Lv,38.4539,-90.328,G29018902204511,G29018902204442,G29189,1,0
R_5qwLrEG5hdFk3y4,41.8502,-87.6736,G17003108432001,G17003108432001,G17031,1,0
R_50I8ftZ4S9gWGqH,35.4875,-80.9876,G37010900712021,G37010900712021,G37109,1,0
R_6JI9TJzpSwbukTY,41.7124,-87.7478,G17003108226011,G17003108226011,G17031,1,0
R_31KFRYGXLhhAMqv,34.5258,-82.7049,G45000700120011,G45000700120011,G45007,2,0
R_6ImEy9muy8FYBff,40.1937,-79.9241,G42012507731003,G42012507731001,G42125,1,0
R_3MMsKtYREbSRLpS,35.1431,-90.0492,G47015700114022,G47015700114002,G47157,1,0
R_5VOsE3HqDvDt1mF,39.7458,-75.581,G10000300024004,G10000300122001,G10003,1,0
R_64r90vSIHbRGhIN,38.8616,-77.2663,G51005904401002,G51005904401002,G51059,1,0
R_30c4AxDkWhhGmI3,41.0996,-80.7523,G39009908126041,G39009908126032,G39099,2,0
R_3bHnTjNlYqMKe0r,30.4421,-97.6339,G48045300445002,G48045300018413,G48453,1,0
R_3FxJWhHjiXF8GOJ,33.3874,-112.0998,G04001301166162,G04001301166132,G04013,1,0
R_3nQ2eUVHMwTNWX4,38.7154,-94.439,G29003700610022,G29003700610022,G29037,1,0
R_5kjI8GJ0Vptil7M,41.0752,-81.4663,G39015305027005,G39015305027005,G39153,2,0
R_1IhclbOS0StU8W5,40.7235,-73.7021,G36005904046004,G36005904046004,G36059,1,0
R_3uy8fo9IbnEv8ZD,44.3451,-72.7798,G50002309544003,G50002309544003,G50023,4,0
R_5rD89BJcEoHKJTX,31.0682,-97.392,G48002700213022,G48002700213021,G48027,2,0
R_6FQXNYIg8lDD0wB,35.4662,-97.5168,G40010909800071,G40010901036011,G40109,1,0
R_6upxZpenPtQSF3g,30.5095,-88.9735,G28004700034071,G28004700034024,G28047,2,0
R_3EynvFAMyO6NU8O,41.5398,-83.5894,G39017300204022,G39017300204022,G39173,2,0
R_6J5t6xf7VUTZm3D,40.0558,-75.0773,G42010100308003,G42010100308003,G42101,1,0
R_1YaZqN9OVnSYf9r,45.1228,-92.537,G55010901205022,G55010901205022,G55109,1,0
R_6R48szSTmS4bwUc,35.8726,-80.0929,G37005700609004,G37005700609004,G37057,2,0
R_6BtzyTdeWgISB86,34.2683,-84.7364,G13001509601031,G13001509601021,G13015,1,0
R_5TSIy40ROhpRfgd,34.7487,-80.7595,G45005700109003,G45005700109003,G45057,1,0
R_17CfFpnyru7749N,32.6584,-96.8758,G48011300109043,G48011300109042,G48113,1,0
R_1lcnNcVc9T9QudZ,40.7258,-73.862,G36008100697021,G36008100697021,G36081,1,0
R_7GpP2BcHVY7bpxm,42.4622,-83.3994,G26012501652003,G26012501652003,G26125,1,0
R_1MWTvxh2FXqoRsB,30.3314,-97.8666,G48045300339001,G48045300017831,G48453,1,0
R_1yaK9KRL0WgGSUF,42.9332,-85.6531,G26008100037002,G26008100037002,G26081,1,0
R_6lbfS2BpLFQBFMi,32.8946,-111.7493,G04002100013062,G04002100013062,G04021,1,0
R_7QGkYznGYFlWxaJ,42.4188,-71.1557,G25001703567031,G25001703567023,G25017,1,0
R_3ov3JpAGOgpjDTr,33.3555,-86.8274,G01011700303523,G01011700303331,G01117,1,0
R_5hcDDLwT3yAXs7t,38.6799,-90.2987,G29018902139002,G29018902139002,G29189,1,0
R_7YXQqtLidZuZxsl,44.9834,-93.2622,G27005301261011,G27005301261002,G27053,1,0
R_7AZQV1zuyT4rRAz,28.5498,-82.085,G12011909107022,G12011909107003,G12119,3,0
R_5k21hhwNjAc2yuF,33.4917,-111.9837,G04001301110005,G04001301110005,G04013,1,0
R_3IjiqQ7o2hP4oPh,44.3456,-88.4343,G55008700129021,G55008700129021,G55087,3,0
R_6k3LoBBgesB9dCh,37.342,-121.9049,G06008505003001,G06008505003001,G06085,1,0
R_57lNs3o9EChcWoI,40.6462,-73.9559,G36004700792011,G36004700792003,G36047,1,0
R_5aytA6FeYfvkeLW,35.5831,-78.7881,G37018300531121,G37018300531072,G37183,1,0
R_6IFd5dTybJXyzOC,35.8538,-78.686,G37018300525062,G37018300525061,G37183,1,0
R_7V3d7V8I0KBwhUt,42.3562,-71.0631,G25002509817001,G25002509817001,G25025,1,0
R_6lYs7d7GriFnAts,36.3066,-86.6101,G47016500212052,G47016500212052,G47165,1,0
R_7t8Vmu3u04sfDS9,42.7712,-87.7984,G55010100015061,G55010100015023,G55101,3,0
R_1pMpUbjEcSdxkP5,30.6453,-97.7402,G48049100201221,G48049100201121,G48491,1,0
R_7jv8EpLlEGCSNUF,43.2034,-71.2029,G33001500570001,G33001500570001,G33015,1,0
R_1ossX7DUekElCtb,26.886,-82.2707,G12001500305053,G12001500305022,G12015,3,0
R_1rBePdGSU3lqNyr,40.7597,-73.981,G36006100125001,G36006100125001,G36061,1,0
R_7qwJVfY0UJeo7d6,33.7827,-79.1473,G45005100706012,G45005100706012,G45051,2,0
R_77zsWBCoIVaE9Wh,42.4502,-71.3733,G25001703611005,G25001703611005,G25017,1,0
R_5cwQ5nyOVsHYzZE,41.3154,-81.6215,G39003501351061,G39003501351061,G39035,1,0
R_1kYSgEQqAE0F828,30.0521,-89.9584,G22007100017403,G22007100017403,G22071,1,0
R_5JJHaK4WNKsYFlG,41.3179,-81.3471,G39013306003033,G39013306003014,G39133,2,0
R_7WYmCpQWKT8dGT5,38.6142,-90.291,G29051001036002,G29051001036002,G29510,1,0
R_7ML0myDgXeS14Zd,41.9602,-72.004,G09001509011021,G09001509011001,G09015,#N/A,0
R_7Tq2YTWvIV9f3oJ,42.2556,-89.0848,G17020100012001,G17020100012001,G17201,2,0
R_6GCvgisJo3xb4Li,32.3779,-90.1273,G28004900001002,G28004900001002,G28049,2,0
R_1EvoKXnERc7eCeZ,42.7287,-71.1834,G25000902525023,G25000902525023,G25009,1,0
R_3pSWHU82Kerj4DD,36.8806,-88.3548,G21015709504002,G21015709504002,G21157,8,0
R_3gbiONeexbw2OnG,35.4662,-97.5168,G40010909800071,G40010901036011,G40109,1,0
R_7mlGInfOxVeQQud,40.3172,-74.4304,G34002300082131,G34002300082021,G34023,1,0
R_5WAMoM1PJk692a4,28.3159,-80.7292,G12000900631053,G12000900631053,G12009,2,0
R_7a1aAzFs8qrIhln,38.806,-94.9327,G20009100537122,G20009100537122,G20091,1,0
R_53m2OLzFwMr9IR7,28.0206,-82.4574,G12005700013001,G12005700013001,G12057,1,0
R_6xGGzJO9emdYSXL,30.6701,-81.4658,G12008900501033,G12008900501012,G12089,1,0
R_5Lef3NmISjbkU6H,40.9481,-73.8875,G36011900008033,G36011900008033,G36119,1,0
R_7LPntmKuuM0tb33,39.4815,-86.0615,G18008106109003,G18008106109003,G18081,1,0
R_1D5WzvgCKokRTSP,35.4127,-97.4456,G40010901074013,G40010901074013,G40109,1,0
R_6Ryh3uGfoyxXgjQ,27.552,-99.4959,G48047900017181,G48047900017181,G48479,2,0
R_5aqu37kXqqFVC17,37.7241,-88.9301,G17019900211003,G17019900211003,G17199,5,0
R_7hgUGhWh4mKNvrC,35.3458,-82.5138,G37008909318012,G37008909318012,G37089,2,0
R_1CtxQB2C3CD4Pux,36.013,-84.2624,G47000100201001,G47000100201001,G47001,2,0
R_1Blf8Mpz1vQRWAr,41.3704,-81.8587,G39003501342042,G39003501342042,G39035,1,0
R_1mfrHYIOERxcgJT,39.9828,-75.8239,G42002903056002,G42002903056002,G42029,1,0
R_1mynNCX9kzw6CJj,40.8968,-80.8615,G39002909507003,G39002909507004,G39029,4,0
R_3vFyigADYjvMDCx,40.6286,-73.939,G36004700734001,G36004700734001,G36047,1,0
R_5qfimgmbC9FLK53,42.1112,-88.0439,G17003108037011,G17003108037011,G17031,1,0
R_361CVrBJv7plc4h,41.7015,-83.4833,G39009500012012,G39009500012012,G39095,2,0
R_5Pi5lSJoCbb8T4h,41.028,-75.978,G42007902166012,G42007902166002,G42079,2,0
R_5lhK8aCRvUnhBsz,32.5484,-85.4682,G01008100421042,G01008100421024,G01081,3,0
R_1UXkIB56yJWDZXN,35.1063,-114.5925,G04001509515011,G04001509515011,G04015,3,0
R_6fDGvHqg0BCFxXT,36.0008,-83.4233,G47008900707012,G47008900707004,G47089,3,0
R_3wj6drEZMy6PJEl,43.7013,-116.4967,G16000100102262,G16000100102012,G16001,2,0
R_7TFlsUqNCUWwdI5,40.8485,-74.0357,G34000300292002,G34000300292002,G34003,1,0
R_1bKGDFfwTBnVBxD,21.4001,-158.016,G15000300089521,G15000300089224,G15003,1,0
R_1pRNvg0FtzudbK3,35.2227,-80.7938,G37011900012003,G37011900012003,G37119,1,0
R_7OjD2ElB1RWnMIu,28.3056,-81.4197,G12009700419002,G12009700419001,G12097,1,0
R_6ycl3s5r0sgCPRf,41.2677,-96.314,G31005500075082,G31005500075082,G31055,2,0
R_5bZaUcCDR31M7cL,28.5723,-81.3228,G12009500182011,G12009500182002,G12095,1,0
R_5MbqFNcPwbud2fX,40.782,-73.9953,G36006100155021,G36006100155001,G36061,1,0
R_7NCV4qt5Qjvv6zT,42.8236,-106.391,G56002500011002,G56002500011002,G56025,3,0
R_6raCo5ZR7PUz3hf,32.0839,-110.9004,G04001900041313,G04001904105021,G04019,1,0
R_1BWRN36BDwdTJX6,40.9271,-72.6509,G36010301698003,G36010301698003,G36103,1,0
R_3WGhxsI5dRXRPvb,40.0619,-74.9987,G42010100348031,G42010100348031,G42101,1,0
R_50PAy1jg2I3lGw9,32.8057,-117.0303,G06007300098052,G06007300098052,G06073,1,0
R_7M9izcDkgBofvPT,34.1468,-116.0629,G06007100104331,G06007100104212,G06071,1,0
R_10JGPVqDL37bSaF,33.9133,-80.3587,G45008500013001,G45008500013001,G45085,3,0
