IPAddress,Duration (in seconds),responseId,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101,aid
138.229.159.141,1864,R_11ihankXZn3VgqF,34,-118,1,1,5,1,4,1,3,10,11,10,25,10,30,25,0,"1,2","1,2",2,2,1,"1,2",1,2,5,1,5,2,2,2,,4,4,4,4,4,4,4,,,,,,,,,100,100,,,100,100,100,,,100,,,,,3,3,,,2,3,3,,,3,,,,,4,100,100,100,100,,50,,0,,,,0,0,0,3,3,3,3,,3,,3,,,,3,3,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"15,17",,3,30,32,78,79,80,78,5,3,8,1,,2,3,3,1,2,2,2,3,2,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,"1,2,5",7,2,1,91730,191,227,2,65ac50af-108a-c735-f00b-566910940f9f
24.245.199.208,1902,R_11oCVmNeuQ4vIzf,44,-117,1,1,13,2,7,1,12,3,3,10,0,15,0,0,0,"1,2",5,5,5,1,5,5,5,5,1,5,"1,2",5,5,,4,4,"1,2",1,4,4,4,,,1,,,,,,50,,,,0,,,,,0,,0,,,1,,,,3,,,,,3,,3,,,,50,,,,,,,,,,,30,,,1,,,,,,,,,,,1,,,,2,4,4,4,3,3,4,4,4,4,2,2,3,3,15,,3,60,83,91,135,111,144,4,1,8,4,,2,1,1,1,1,1,1,4,2,5,2,5,1,4,6,3,5,5,6,6,5,5,5,5,7,5,"4,5,7",8,2,1,83661,564,602,3,6597a068-f08b-2939-7d3a-971eca73b569
67.81.180.253,1342,R_11oP1JoL3JVcNAN,41,-74,1,1,33,2,5,1,12,10,10,20,50,20,40,0,25,"1,2","1,2",5,5,"1,2","1,2",5,5,5,5,5,"1,2","1,2",5,,4,4,4,4,4,4,4,,,,,,,,,50,0,,,110,0,,,,,,0,40,,2,3,,,2,3,,,,,,3,2,,4,75,0,,,125,0,,,,,,0,55,,2,3,,,2,3,,,,,,3,2,,4,2,2,2,3,2,2,3,4,4,4,4,2,2,2,15,,3,29,29,90,88,70,73,5,1,3,3,,2,3,3,2,,2,2,3,2,4,4,4,6,5,6,4,5,5,4,7,6,4,4,5,7,4,"4,5,7",7,3,1,10467,1861,1864,3,659a6554-ee90-cb51-fe95-174bee33d082
172.58.9.179,1473,R_11oZi9ElpAmeqGR,45,-93,1,1,24,1,6,1,12,10,10,25,40,25,15,50,25,"1,2","1,2",5,5,5,5,"1,2",5,5,5,5,1,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,75,140,,,,,40,,,,,20,35,45,3,3,,,,,3,,,,,3,3,3,,75,150,,,,,45,,,,,,75,50,3,3,,,,,3,,,,,,3,3,,2,2,3,4,4,4,2,4,4,4,4,2,3,3,15,,3,65,58,54,82,44,46,5,1,8,8,,2,3,3,2,,2,2,1,2,2,1,4,5,5,5,6,3,4,3,4,7,4,6,5,7,4,"4,5,7",4,5,1,55016,1338,66,2,659ac25a-567e-9e54-35ba-4ebe32520339
47.217.196.28,541,R_11td9kSYzOKv7NE,36,-96,1,1,37,2,4,1,12,7,7,10,10,1,1,1,1,1,1,5,2,2,1,5,2,5,1,5,1,1,1,,1,1,4,4,4,4,4,,,,,,,,,250,122,,,,222,,,,123,,133,32,123,1,3,,,,3,,,,3,,3,3,3,,,,,26,45,,,45,,,,,,,,,,3,2,,,3,,,,,,,4,2,2,2,2,2,2,2,2,2,2,4,2,1,1,15,,3,68,66,240,231,131,121,1,1,8,1,,2,2,1,2,,2,2,1,2,1,4,5,4,5,7,4,2,5,7,5,4,1,7,1,7,1,4,3,6,5,74437,2168,2223,1,65aa9de4-a610-83b1-05e3-dffb1b8b7096
173.80.195.99,942,R_11tvwbmY1XS8TTd,38,-82,1,1,18,1,6,1,12,3,3,20,100,20,10,30,20,2,1,2,2,2,1,1,1,2,2,1,1,1,2,.betty crocker,4,4,2,2,1,4,4,,,2,2,,1,2,,,200,,,,10,30,20,,,25,30,25,,,1,,,,2,2,2,,,3,1,2,,3,175,,50,25,20,,,,30,30,,,,25,1,,2,1,2,,,,2,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,19,Word of mouth,3,39,53,80,113,92,83,5,3,8,1,,2,3,2,2,,2,2,2,2,3,5,7,4,7,7,5,5,7,6,7,7,7,7,5,7,5,"3,4,5",3,2,1,41653,1011,455,2,659ac403-d3ae-7118-2cb8-9a41d1307e62
76.142.111.240,928,R_11yC0mJtDzrwCSs,30,-96,1,1,45,1,3,2,3,12,12,58,38,38,27,37,45,2,2,5,1,2,5,1,2,2,5,1,2,5,1,hellofresh,1,2,4,1,2,4,1,,1,,,,2,,,,,,45,,,36,,,,36,,,29,,,,"1,2",,,"1,2",,,,"1,2",,,"1,2",1,50,20,,,30,,,70,10,,,28,,,"1,2","1,2",,,"1,2",,,"1,2","1,2",,,"1,2",,,1,1,2,3,4,1,2,3,4,1,2,3,4,1,2,"15,16",,3,43,39,91,43,102,67,1,2,"1,3,6","1,3,7",,2,1,2,2,,2,2,1,2,1,1,6,5,7,4,5,6,6,7,5,6,7,5,5,7,6,"1,3,5,6",8,4,3,77450,2567,2646,2,65ac08e1-7fad-131b-af5f-9913c46e0f69
75.82.30.136,461,R_11zYGZVwBOM11nc,34,-118,1,1,5,1,3,1,12,7,7,10,50,20,10,20,20,"1,2","1,2","1,2","1,2",2,2,5,2,5,2,1,1,2,1,Albertsons,"1,2",1,1,4,4,4,1,,,,,,,,,20,30,0,0,,,,,,,25,0,,0,1,2,3,3,,,,,,,2,3,,3,1,20,30,0,0,0,20,,26,,0,,,0,,2,1,3,3,3,1,,1,,3,,,3,,2,3,1,2,2,1,2,1,2,2,2,3,1,2,1,17,It was a friend who recommended it to me.,3,59,62,115,114,88,89,4,1,"1,3,4","3,5,6",,2,2,1,1,2,2,1,4,2,2,2,5,3,6,5,3,3,6,5,5,5,5,6,6,7,6,"2,4,5",7,3,2,91740,191,210,3,65ab108b-bf43-732b-684c-7cac18409432
76.233.253.25,10048,R_125eRZXavtpmCWI,33,-97,1,1,45,2,6,1,12,10,10,10,50,40,30,0,15,"1,2","1,2","1,2",5,5,5,5,5,5,5,5,"1,2",5,"1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,100,100,15,,,,,,,,,100,,50,3,3,3,,,,,,,,,3,,3,,100,100,15,,,,,,,,,100,,50,3,3,3,,,,,,,,,3,,3,,2,2,2,2,2,2,2,2,2,4,4,2,2,2,15,,3,46,46,90,90,90,90,5,1,8,"1,6",,2,3,3,3,,2,2,3,2,5,2,4,5,5,7,4,1,2,4,5,6,4,6,2,7,2,"2,4,5",7,2,1,76021,2567,2787,2,65984585-8bfa-7a43-af68-b667c15f79ce
50.159.180.177,1079,R_125rFc1iqEEkivh,36,-115,1,1,29,1,6,1,8,2,2,10,50,5,10,50,10,1,1,2,2,2,1,2,5,5,5,5,5,5,1,,4,4,4,4,1,4,4,,,,,,,,,20,50,,,,30,,,,,,,,20,"2,3",3,,,,3,,,,,,,,3,4,,,0,30,10,,0,,,,,,,,,,3,3,3,,3,,,,,,,,,2,2,4,2,3,2,2,4,4,4,4,3,3,3,15,,3,60,59,83,104,111,99,4,1,8,1,,2,2,2,2,,2,2,4,2,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,7,4,7,5,2,1,89120,1776,125,1,659b58d2-f65d-7646-2205-91e194a578f0
99.0.113.67,1190,R_12Aq4T2fEgk8i2Z,35,-81,1,1,34,2,6,1,3,6,6,40,60,30,30,20,30,"1,2",5,5,"1,2","1,2",5,5,5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,300,,,100,300,,,,,,,200,100,100,2,,,1,2,,,,,,,1,1,1,4,400,,,200,300,,,,,,,300,200,200,2,,,1,2,,,,,,,1,"1,2","1,2",4,1,1,4,1,1,4,4,4,4,4,4,1,1,1,15,,3,90,80,95,80,80,93,1,1,8,2,,2,3,3,2,,2,2,1,2,2,2,5,4,5,6,6,5,5,5,6,5,6,5,5,7,5,"4,5,7",7,2,2,28206,1924,1984,3,659a60a0-a870-a3cd-e2df-6e6dc42d8d67
73.129.233.124,620,R_12Ji0Ogvufop8LD,39,-77,1,1,21,1,4,1,3,11,11,30,100,80,80,90,80,1,5,1,1,5,1,5,5,5,5,5,5,1,1,,4,4,4,4,4,4,4,,,,,,,,,400,,0,100,,80,,,,,,,90,0,3,,3,3,,3,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,62,66,107,105,118,135,5,3,8,11,2,2,3,3,2,,2,2,4,2,3,4,7,7,7,7,7,7,7,7,7,7,4,7,6,7,4,"2,4,5",3,5,2,21113,1214,1216,2,65bd1f66-7f6b-d027-909f-19e92d0c28b0
68.5.14.224,1077,R_12K3vDbs60aSTlQ,33,-118,1,1,5,2,7,1,12,4,4,5,45,25,15,0,5,5,"1,2",1,5,"1,2",5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,75,20,,0,,,,,,,,,,,3,3,,3,,,,,,,,,,,,68,,,10,,,,,,,,,,,3,,,3,,,,,,,,,,,4,2,2,4,2,4,4,4,4,4,4,4,3,3,15,,3,60,60,90,90,60,16,5,1,8,"1,5,6",,2,3,3,2,,2,2,1,2,5,6,6,7,6,7,4,7,7,7,5,7,6,7,7,7,7,"2,4,6",8,1,1,92672,191,221,2,6596e150-4a79-bdee-a640-5ac0ff86f0e2
174.244.16.167,381,R_12KgLx3ezXVq6Zw,33,-97,1,1,45,1,3,1,12,11,11,50,100,50,50,50,50,1,1,1,1,1,5,5,5,5,5,5,2,1,1,,1,2,2,4,4,4,2,,,3,,3,,,,50,59,100,50,100,,,,,,,,100,0,1,1,2,1,2,,,,,,,,2,1,4,,,,,,,,,,,,50,,,,,,,,,,,,,,1,,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,30,30,75,77,73,73,5,3,8,5,,2,2,2,2,,2,2,4,2,2,4,6,5,6,6,5,3,5,5,5,5,5,5,5,7,5,"1,2,4",8,4,3,75209,2567,25,3,65b979f6-cb7c-b8b9-8a41-e58ce8c1ccd2
72.240.218.200,1606,R_12QVVrJnd7dpBQD,41,-83,1,1,36,1,6,1,12,11,11,3,10,7,10,40,8,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,"1,2","1,2","1,2",,4,2,4,4,4,4,4,,,,,,,,,20,50,,,,10,,,,,,5,40,10,3,3,,,,3,,,,,,3,3,3,,10,35,,,,10,,,,,,5,35,10,3,3,,,,3,,,,,,3,3,3,,2,2,4,4,4,2,4,4,4,4,4,2,2,2,15,,3,20,20,120,120,150,150,5,3,8,1,,2,3,3,2,,2,2,1,2,2,4,4,2,6,7,1,6,6,5,5,5,6,5,2,7,2,"3,4,7",7,2,1,44870,2079,1876,2,659b3a2d-89fa-e4a0-1ace-96d2ff392ca4
172.59.104.172,867,R_12Rarl5XoVjdzDC,30,-90,1,1,19,2,4,1,3,10,11,15,60,12,20,150,40,1,1,5,5,1,1,5,5,5,5,5,5,1,5,,4,4,4,4,4,4,4,,,,,,,,,230,0,,,100,0,,,,,,,0,,2,3,,,2,3,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,2,2,4,4,4,4,4,4,2,4,15,,3,120,105,240,181,235,180,5,1,8,"1,2,3,4",,2,3,3,2,,2,2,4,2,2,4,4,5,1,5,1,1,6,4,7,6,1,2,1,7,1,"2,4,7",6,6,4,71037,1132,1140,1,659c8591-cfcb-b36a-5200-049fcd807214
24.247.171.182,1622,R_12ScxziyB2ipax4,44,-84,1,1,45,1,4,1,12,11,11,10,10,20,30,20,10,"1,2","1,2",1,5,"1,2",5,"1,2",5,5,"1,2","1,2","1,2","1,2",2,Hello fresh,"1,2","1,2","1,2",2,4,4,"1,2",,,2,2,2,,,,50,50,35,,50,,35,,,30,35,35,50,,"1,2",1,1,,2,,1,,,"1,2","1,2",1,2,,4,35,40,,,35,,30,,,30,35,35,40,30,"1,2",1,,,"1,2",,2,,,2,"1,2",2,"1,2",2,4,1,1,1,1,1,1,2,4,3,2,1,1,1,2,15,,3,40,56,100,133,130,142,1,2,8,"1,4,6,8,11","1,2",2,3,3,2,,2,2,4,2,2,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,"3,5,7",8,4,3,75001,2567,25,3,65aab352-eafe-dd40-4436-2c443930f716
172.58.242.86,1128,R_12bUPHrlbhwVdmd,39,-77,1,1,9,2,4,1,3,11,11,50,100,60,50,50,50,"1,2","1,2","1,2","1,2",5,"1,2",5,5,5,5,2,5,"1,2","1,2",Blue Apron ,4,4,"1,2",4,"1,2",4,"1,2",,1,1,,1,,,,50,50,50,50,,50,,,,,,,50,60,3,3,3,3,,3,,,,,,,3,3,,50,50,50,50,,50,,,,,50,,50,60,3,3,3,3,,3,,,,,3,,3,3,,2,2,2,2,4,2,4,4,4,4,4,4,2,2,15,,3,60,60,129,121,113,127,5,1,8,1,,2,1,1,1,1,1,1,4,1,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,"3,4,5",8,3,2,20018,328,329,3,65b03927-10f9-db61-a032-9fa8506e705c
99.42.135.17,1661,R_12eXDSEJlPxYOUO,33,-88,1,1,1,1,6,1,3,11,11,20,100,10,15,30,0,"1,2",5,5,"1,2",5,"1,2",5,5,5,5,5,5,5,5,,4,"1,2",4,4,4,4,"1,2",,,,,1,,,,100,,,25,,50,,,,,,,,,3,,,3,,3,,,,,,,,,,70,,,30,,25,,,,,,,,,3,,,3,,3,,,,,,,,,,2,2,2,2,4,2,4,4,4,4,4,4,4,4,15,,3,61,60,87,44,89,56,5,3,8,"5,6,8",,2,2,2,2,,1,1,1,2,1,2,5,5,6,6,5,7,5,7,6,6,6,7,6,7,6,"3,4,5",5,6,3,35405,1,64,3,659b3eb9-a6b8-57b1-0342-394240339c73
73.79.30.173,941,R_12irnmxscAP7SaJ,40,-81,1,1,50,2,5,1,12,9,9,15,15,20,15,0,25,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,"1,2",,,,,3,,,,200,100,,5,,10,,,,,,,30,26,3,3,,3,,3,,,,,,,3,3,,200,100,,5,,10,,,,,,,30,25,3,3,,3,,3,,,,,,,3,3,,1,2,4,3,4,2,4,4,4,4,4,4,2,2,15,,3,60,59,157,153,157,161,5,3,5,5,,2,3,3,2,,2,2,1,4,5,4,5,2,5,7,1,2,5,3,6,6,6,4,4,7,1,"4,5,7",6,3,2,26062,3041,468,2,659a2d3c-8433-5919-b3bb-74044e8d72fc
35.148.143.12,4312,R_12kUvLuNwDdrEej,37,-77,1,1,48,2,7,1,3,4,4,20,60,20,20,20,12,"1,2",5,5,5,1,1,5,"1,2",5,5,5,2,2,2,,4,4,4,4,4,4,4,,,,,,,,,60,,,,35,20,,100,,,,,,,3,,,,2,3,,3,,,,,,,4,60,,,,,,,100,,,,20,20,0,3,,,,,,,3,,,,3,3,3,,2,4,4,4,2,2,4,2,4,4,4,4,3,3,"17,20","Farmers Market (friends) other restaurants, word of mouth also!",3,82,82,90,90,120,180,5,1,8,"1,8",,2,3,3,2,,2,2,1,2,5,4,4,2,4,7,5,4,5,6,2,7,5,5,4,7,2,"4,5,6",3,2,1,23314,2867,2913,1,659743ce-f1c0-6bb6-c5a7-fdd63083ac35
74.126.12.210,1161,R_12l6978Y12aIac8,43,-83,1,1,23,1,4,1,12,11,11,10,50,20,15,15,10,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,"1,2",4,4,4,4,4,4,,,,,,,,,120,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,30,30,0,0,60,60,5,3,8,7,,2,3,3,2,,2,2,1,1,1,4,4,4,5,6,4,5,5,5,5,6,5,4,5,7,4,4,3,3,1,48451,1254,1279,1,65b25584-ffc1-2615-3bb1-3507c3af5ae0
166.192.43.10,1069,R_12lCRGe8vAbzuhE,43,-76,1,1,33,2,7,1,3,3,3,5,95,0,0,0,0,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,75,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,50,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1,4,4,4,4,4,4,4,4,4,4,4,1,3,15,,3,25,35,25,30,45,60,4,1,8,"1,3",,2,1,1,1,1,1,1,1,2,4,4,2,1,2,7,2,1,6,4,7,5,3,4,4,7,4,"3,4,7",3,1,1,14606,1861,51,2,6597472e-4da5-6fe4-4e0c-3899aaafd77f
174.196.198.205,654,R_12mDlh6XtWizyrx,42,-71,1,1,29,1,4,1,12,11,11,125,150,125,125,150,125,1,"1,2",1,2,1,1,"1,2",1,"1,2",1,1,2,1,"1,2",walmart,"1,2","1,2",1,"1,2",1,"1,2",1,1,,,1,,1,1,1,125,125,150,,175,175,125,125,150,125,150,,125,125,1,2,1,,"1,2","1,2",1,2,1,1,2,,1,1,1,,125,,150,,,125,,125,,,150,,125,,1,,"1,2",,,1,,"1,2",,,1,,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,"16,18,19",social media,3,91,75,174,157,166,150,1,1,8,"1,3,4,6,7",,2,1,2,1,1,1,2,1,1,1,2,6,7,6,7,7,7,6,7,6,7,7,6,6,7,6,"1,3,5,6",8,5,4,89706,1776,865,3,65b6be40-33df-e46f-7fc2-5f1dde592f29
68.102.44.163,427,R_12o9Qd8NQ0bv7hf,38,-97,1,1,17,2,3,1,12,8,8,10,35,8,10,150,10,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,50,70,,,,0,,,,,,0,0,0,1,1,,,,3,,,,,,3,3,3,,50,50,,,,0,,,,,,0,0,0,1,1,,,,3,,,,,,3,3,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,62,60,88,93,82,79,5,3,8,"1,2,4,7",,2,2,3,2,,2,2,1,1,4,4,2,2,4,6,5,2,6,5,6,4,5,4,4,7,3,"4,7",4,3,1,67037,905,309,2,659cddca-5e19-0326-f58d-e04f6a8f79c2
35.151.24.65,1707,R_12o9QjdIpJPlea4,34,-87,1,1,1,2,6,1,12,4,4,15,35,25,15,30,8,"1,2","1,2",5,5,1,5,5,5,5,5,5,5,1,5,,4,4,2,4,"1,2",4,4,,1,2,,,2,1,,35,25,,,0,,,,,,,,30,,1,3,,,3,,,,,,,,3,,,40,35,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,2,2,4,4,3,2,1,4,4,4,4,3,2,4,15,,3,36,36,74,73,31,62,5,1,8,"1,4",,2,2,2,1,3,1,2,4,1,5,4,7,3,6,7,5,3,6,7,5,7,7,3,2,7,3,"3,4,5",5,4,2,35023,1,38,2,659699be-163f-8794-a2f2-458667d0b2dc
24.112.251.176,1199,R_12rlemNNCxqTysr,41,-80,1,1,39,2,6,1,12,11,7,20,30,30,30,30,10,1,"1,2",5,"1,2",5,"1,2","1,2",5,5,5,5,1,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,150,100,,10,,30,50,,,,,10,75,25,3,3,,3,,3,3,,,,,3,3,3,,,60,,20,,100,60,,,,,,75,15,,3,,3,,3,3,,,,,,3,3,,1,3,4,3,3,3,3,1,4,4,4,3,3,2,"18,19",Saw it along the road.,3,72,69,0,0,57,56,5,1,7,5,,2,3,3,2,,2,2,4,2,1,2,5,4,5,6,3,2,7,6,1,7,7,6,5,7,5,"1,2,5",5,2,1,16117,2283,41,1,659b15b9-44cc-7b11-7974-bd0a237a94c7
75.105.8.254,1589,R_12sdbbgUJKyBxro,35,-90,1,1,4,2,7,1,12,3,3,5,10,5,8,40,25,"1,2","1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,,"1,2","1,2",4,4,4,4,4,,,,,,,,,50,0,,,,,45,,,,,,,,3,3,,,,,3,,,,,,,,,45,0,,,,,35,,,,,,,,3,3,,,,,3,,,,,,,,,2,4,4,3,4,4,2,4,4,4,4,4,4,4,15,,3,100,100,119,119,30,28,5,1,8,"1,6,8",,2,2,1,1,3,1,2,1,2,5,4,3,2,3,5,1,1,5,2,2,6,5,5,1,7,1,"4,5,7",3,2,1,72554,115,140,1,65973bde-6c50-7e9c-3a73-46568c1ac079
97.80.206.92,1316,R_12tb8YptKL3ngxz,35,-87,1,1,1,2,6,1,12,9,10,0,10,0,20,10,0,"1,2","1,2",5,5,5,5,"1,2",5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,40,10,,,,,5,,,,,,10,0,3,3,,,,,3,,,,,,3,3,,40,0,,,,,0,,,,,,0,0,3,3,,,,,3,,,,,,3,3,,2,2,4,4,4,4,2,4,4,4,4,4,2,2,20,Online,3,6,6,5,5,23,24,5,1,8,2,,2,3,3,2,,2,2,4,4,5,4,5,4,5,5,4,5,5,5,5,4,5,4,4,7,4,"3,4,7",4,1,1,35640,1,53,2,65997442-1b75-0d03-5fba-2a451dbcaa5b
76.120.151.24,807,R_12xQemfSfcIZCwh,40,-80,1,1,39,2,5,1,12,4,4,15,10,35,40,50,20,2,"1,2","1,2","1,2","1,2",1,1,5,5,5,5,5,5,5,,4,4,2,4,1,4,4,,,2,,,,1,,,0,50,14,50,0,0,,,,,,,,,3,3,3,2,3,3,,,,,,,,1,0,50,0,0,0,,,,,,,,,,3,3,3,3,3,,,,,,,,,,,3,3,2,2,2,2,1,4,4,4,4,4,4,4,15,,3,65,91,62,73,96,29,5,1,3,"1,3,5,6,7,8",,2,2,2,1,2,1,1,2,2,1,4,4,5,5,7,6,5,6,6,6,7,6,7,6,7,4,"4,5,6",8,1,1,15221,2283,2285,2,6599b125-da88-b9a0-8abc-7c68048cc565
67.210.41.129,480,R_12y8rAZvpDem2BB,41,-74,1,1,31,2,5,1,12,10,12,10,20,10,10,80,0,"1,2","1,2",5,5,5,5,1,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,40,140,,,,,20,,,,,,,,3,1,,,,,2,,,,,,,,4,40,120,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,2,2,4,4,4,4,3,4,4,4,4,4,4,4,15,,3,39,39,87,85,21,21,5,1,8,"1,2",,2,3,3,2,,2,2,2,2,5,4,6,5,6,6,4,1,4,6,7,4,4,1,1,7,1,"1,4,7",5,4,3,7422,1805,327,2,659808dd-eaf5-1e2c-d412-41e114f1a56e
74.137.132.106,632,R_12yFcvXIRNAJ51T,40,-83,1,1,36,1,3,1,12,12,12,10,60,30,32,100,15,"1,2",5,5,"1,2",1,1,5,5,5,5,2,"1,2","1,2",2,"Blue Apron, Uber eats, hello fresh",2,2,"1,2",4,4,4,4,,,3,,,,,,100,,,20,50,40,,,,,,45,30,,1,,,3,"1,2",3,,,,,,3,"1,2",,2,100,,,20,,,,,,,40,35,40,30,"1,2",,,3,,,,,,,"1,2",1,"1,2",3,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,20,Local inquiry ,3,120,120,88,107,94,125,1,1,8,"6,7,8",,2,1,2,1,2,1,1,4,2,2,3,3,5,4,3,3,5,5,5,4,3,4,5,4,7,5,"2,4,7",5,2,1,43224,2079,31,3,65abf90a-5a4d-eb35-8b1a-8464dbd54240
69.204.227.152,1289,R_131OVWh3N2yonew,41,-74,1,1,33,2,7,3,12,5,6,5,25,30,15,50,0,5,5,5,"1,2",5,"1,2","1,2",5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,,,25,,30,125,,,,,,,,,,,3,,3,3,,,,,,,,,,,,12,,35,140,,,,,,,,,,,3,,3,3,,,,,,,,,4,4,4,1,4,1,1,4,4,4,4,4,4,4,15,,3,80,54,125,140,1,0,5,1,8,"1,6,8",,2,2,3,1,1,1,2,4,1,5,4,4,3,3,6,5,3,4,6,5,7,4,3,3,7,2,"4,5,7",5,1,1,11365,1861,1902,3,65964088-c2ea-c950-744e-d6389690f625
174.16.44.179,978,R_132XSHneNawiJEO,40,-105,1,1,6,1,3,1,12,5,11,25,50,15,10,25,20,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,2,4,"1,2",4,4,,2,3,,,,,,100,50,,50,,25,,,,,,,40,30,"2,3",2,,3,,3,,,,,,,3,3,4,100,100,,50,,25,,,,,,,25,50,2,3,,3,,3,,,,,,,3,3,4,2,2,2,2,2,2,4,4,4,4,4,3,2,2,15,,3,30,29,81,78,67,72,5,1,8,"2,3",,2,2,2,2,,2,2,2,1,4,3,2,2,4,5,1,4,5,6,2,3,5,3,3,7,6,"3,4,7",3,2,1,80112,250,267,2,65af8eab-8139-d1f8-27d8-dcb195ab547a
172.56.200.78,5647,R_132g3V0H6M38JjT,44,-116,1,1,49,1,3,2,1,1,3,10,40,10,15,20,20,"1,2",5,5,"1,2","1,2",1,5,5,5,5,2,5,"1,2",1,Hello fresh,2,4,4,4,1,4,4,,,,,,,,,60,,,5,0,0,,,,,,,10,15,3,,,3,3,3,,,,,,,3,3,,0,,,0,0,,,,,,0,,0,,3,,,3,3,,,,,,3,,3,,,2,2,1,3,4,4,1,1,4,4,1,4,3,1,15,,3,40,21,120,180,120,120,5,1,5,1,,2,3,2,2,,2,2,1,1,1,4,2,3,3,6,2,1,5,5,5,6,2,5,2,7,2,"4,5,7",6,2,1,99337,3001,119,1,659a0512-b46b-b68a-8799-c3b91ee2481e
